,index,resourceId,fromUserId_x,categoryId,longitude,latitude,created_dates,updated_dates
54,54,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
55,55,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
56,56,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
57,57,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
58,58,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
59,59,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
60,60,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
61,61,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
62,62,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
63,63,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
64,64,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
65,65,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
66,66,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
67,67,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
68,68,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
69,69,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
70,70,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
71,71,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
72,72,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
73,73,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
74,74,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
75,75,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
76,76,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
77,77,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
78,78,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
79,79,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
80,80,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
81,81,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
82,82,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
83,83,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
84,84,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
85,85,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
86,86,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
87,87,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
88,88,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
89,89,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
90,90,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
91,91,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
92,92,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
93,93,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
94,94,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
95,95,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
96,96,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
97,97,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
98,98,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
99,99,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
100,100,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
101,101,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
102,102,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
103,103,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
104,104,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
105,105,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
106,106,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
107,107,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
108,108,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
109,109,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
110,110,604cf485c4e5fa0b7f7799386,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.29043849909912,38.94679613479058,2021-03-02,2021-03-24
111,111,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
112,112,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
113,113,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
114,114,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
115,115,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
116,116,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
117,117,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
118,118,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
119,119,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
120,120,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
121,121,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
122,122,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
123,123,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
124,124,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
125,125,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
126,126,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
127,127,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
128,128,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
129,129,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
130,130,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
131,131,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
132,132,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
133,133,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
134,134,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
135,135,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
136,136,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
137,137,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
138,138,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
139,139,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
140,140,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
141,141,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
142,142,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
143,143,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
144,144,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
145,145,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
146,146,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
147,147,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
148,148,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
149,149,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
150,150,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
151,151,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
152,152,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
153,153,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
154,154,604cf485c4e5fa0b7f7799387,5fdf6bbcfe08e8c0191a7832,602cbb7278d3fda29f33061a,-89.09254791234306,39.89047634535004,2021-03-04,2021-04-15
